OutletCode, Description, Address, ContactPerson, DisountGroupCode, RouteCode, PriceGroup, SpecialPrice , Discount, VATRates, Credit
"287","Chandarana S/mkt Ltd - Highrid","","","The Accountant","90259-NRB","SUB","KKKK","0","0","VAT16","0"
"288","Chandarana S/mkt Ltd-Lavington","","","The Accountant","90259-NRB","HURL","KKKK","0","0","VAT16","0"
"289","Chandarana S/mkt Ltd-Ngara","","","The Accountant","90259-NRB","VARIOUS","KKKK","0","0","VAT16","0"
"29","Catholic University E.A","P.O. Box 62157","891603/4/5","The Accountant","00029-NRB","TSALES","","0","0","VAT16","0"
"3","Karen Country Club","P.O. Box 24816","882801/2","The Accountant","00003-NRB","TSALES","","0","0","VAT16","0"
"30","Kamindi Selfridges","P.O. Box 675","0154-20056/20246","The Accountant","00030-NRB","VARIOUS","KKKK","0","0","VAT16","0"
"300","Elsamere Conservation Centre","P.O BOX 1497","050 2021055","The Accountant","94976-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"31","City Grocers Ltd.","P.O. Box 82211","011-223200/224761","The Accountant","00031-UPC","MSA - I.A","KKKK","0","0","VAT16","0"
"315","Kenya High School","","","","93783-NRB","HURL","ABC8","0","0","VAT16","0"
"327","Westlands Green Grocers Ltd.","P.O. Box 14348","443565, 440423","The Accountant","","","","0","0","VAT16","0"
"329","K.C.B. Sports Club","P.O. Box 48400","802918","The Accountant","00329-NRB","TSALES","","0","0","VAT16","0"
"33","Norfolk Hotel","P.O. Box 40064","","The Accountant","00033-NRB","TSALES","","0","0","VAT16","0"
"338","Firestone Canteen","","","The Accountant","00338-NRB","INDAREA","","0","0","VAT16","0"
"34","Silver Holdings Ltd","o/a Voyager Beach Resort","011-475114/5/6/7","The Accountant","00141-NRB","MSA - SHA","COAST","0","0","VAT16","110"
"341","St. Mary's School","P.O. Box 40580","444732","The Accountant","","SUB","","0","0","VAT16","0"
"35","Tiwi Beach Hotel","P.O. Box 87649","0127-51203,51298","The Accountant","00035-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"350","Mombasa Beach Hotel","P.O. Box 90414","011-471861","The Financial Controller","00350-UPC","MSA - SHA","COAST","0","0","VAT16","0"
"358","BATLSK - Kahawa","P.o. Box 48826","811176 , 811720/3","The Financial Controller","00358-NRB","TSALES","","0","0","NONVAT","0"
"360","Air Kenya Aviation Ltd","P.O. BOX 30357","501601/2/3/4","The Financial Controller","90675-NRB","MIX III","","0","0","VAT16","0"
"372","Leopard Beach Hotel","","0127 - 2721","The Financial Controller","91225-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"38","Mt.Kenya Safari Club","P.O. Box 35","","The Financial Controller","00038-UPC","TSALES","UPC","0","0","VAT16","0"
"39","C.P.K Guest House","P.O. Box 56292","726702/35, 723200","The Financial Controller","00039-NRB","TSALES","","0","0","VAT16","0"
"391","Moi Air Base 1982","P.o. Box 41584","764401","The Accountant","","MIX V","","0","0","ZEROVAT","0"
"395","Uchumi Supermarkets Limited","P. O Box 71167 - 00200","020650707/550368/651194","The Accountant","00229-NRB","VARIOUS","UCHUMI","0","0","VAT16","0"
"396","Mangu High School","","","The Accountant","94875-NRB","PR I","ABC7","0","0","VAT16","0"
"397","Eastleigh Matresses","","","The Accountant","94869-NRB","VARIOUS","KKKK","0","0","VAT16","0"
"398","WESTLANDS HOTELS LTD- Sankara","","","The Accountant","97877-NRB","TSALES","","0","0","VAT16","0"
"399","Innscor Kenya Limited","P.O Box 27724-00506","2363835/40","The Accountant","00119-NRB","VARIOUS","","0","0","VAT16","0"
"40","Party Productions","P.O. Box 24823","884430/882461/883891/2","The Accountant","00040-NRB","TSALES","","0","0","VAT16","0"
"400","Hemmingways Hotel","P.o. Box 267","0122-32624 , 32052","The Accountant","00400-UPC","MSA - N.C","COAST","0","0","VAT16","0"
"419","Safari Hotel & Country Club","P.o. Box 45038","802493","The Accountant","00419-NRB","TSALES","","0","0","VAT16","0"
"42","Aga Khan Health Service, Kenya","(A/C of Aga Khan Hospital,NBI)","3740000, 3740729, 740015","The Accountant","00042-NRB","TSALES","","0","0","VAT16","0"
"428","Muthaiga Golf Club","P.o. Box 41651","762414 , 761253","The Accountant","00428-NRB","TSALES","","0","0","VAT16","0"
"433","Augustana Academy","P.o. Box 53942","861668/9","The Accountant","00433-NRB","TSALES","","0","0","VAT16","0"
"434","Newman","P.o. Box 59167","","The Accountant","","TSALES","","0","0","VAT16","0"
"435","Mombasa Club Ltd.","P.o. Box 90270","011-312449 , 311545 ,  312108","The Accountant","00435-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"437","St. Andrews School","Private Bag","0363-21003","The Bursar","00437-UPC","RIFT","UPC","0","0","VAT16","0"
"44","Diani Sea Lodges","P.O. Box 37","0127-2115","The Accountant","00583-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"440","Kenya Institute of Education","","","The Accountant","00440-NRB","MIX V","","0","0","VAT16","0"
"448","Peponi Preparatory","P.o. Box 23203","580583, 583453","The Accountant","00448-NRB","TSALES","","0","0","VAT16","0"
"451","Sun N Sand","P.o. Box 2","0125-32055","The Accountant","00451-UPC","MSA - SHA","COAST","0","0","VAT16","0"
"46","Sweet Waters Tented Camp","P.O. Box 763","","The Accountant","00195-NRB","TSALES","","0","0","VAT16","0"
"467","Peponi School","P.o. Box 236","0151-54251","The Accountant","00448-NRB","MIX III","","0","0","VAT16","0"
"47","Driftwood Beach Club","P.O. Box 63","0123-20155, 30569, 20406"," The Accountant","00047-UPC","MSA - N.C","COAST","0","0","VAT16","0"
"475","Salama Beach Hotel Ltd.","P.O. Box 296","","The Accountant","00475-UPC","MSA - WAT","COAST","0","0","VAT16","0"
"49","Le Soleil","P.O. Box 84757","0125-32195/6","The Accountant","00049-UPC","MSA - N.C","COAST","0","0","VAT16","0"
"495","G4S Security Services (Kenya)L","","","The Accountant","","TSALES","","0","0","VAT16","0"
"496","Jackwright Butchery - Nanyuki","","","The Accountant","90936-UPC","NYERI","UPC","0","0","VAT16","0"
"504","Strathmore Catering-Lavington","P.O.Box 25032","48055","The Accountant","00504-NRB","TSALES","","0","0","VAT16","0"
"505","Mvule Catering - Strathmore","P.O. Box 4453","603409","The Accountant","00504-NRB","TSALES","","0","0","VAT16","0"
"507","Lenana Mount Hotel","P.O. Box 40943","717044/48/46","The Accountant","00507-NRB","TSALES","","0","0","VAT16","0"
"511","Methodist Guest House","P.O. Box 25086","562385/6/7","The Accountant","","TSALES","","0","0","VAT16","0"
"514","Louise Decker Memorial Home","P.O. Box 42293","","The Accountant","","WESTL","","0","0","VAT16","0"
"516","Limuru Supa Duka","P.O. Box 728","","The Accountant","00516-NRB","PR III","ABC2","0","0","VAT16","0"
"517","Stema","","","The Accountant","","INDAREA","","0","0","VAT16","0"
"519","Wakareri Traders","P.O. Box 47","0171-72869","The Accountant","00519-UPC","MERU","","0","0","VAT16","0"
"520","Duduvile Int.Guest House","P.O.Box 30772","802501","The Accountant","00520-NRB","TSALES","","0","0","NONVAT","0"
"521","Strathmore College - Madaraka","P.O. Box 4453","603409/10","The Accountant","00521-NRB","TSALES","","0","0","VAT16","0"
"522","Factory Guards ltd","P.O. Box 18670","554746","The Accountant","00522-NRB","TSALES","","0","0","VAT16","0"
"523","Sarova Central Stores","P.O. Box 30680","823300/823858","The Accountant","00523-NRB","TSALES","","0","0","VAT16","0"
"524","Swedish School Association","P.O. Box 21324","566544","The Accountant","00524-NRB","HURL","","0","0","VAT16","0"
"525","Strathmore University-Solandra","P.O Box 4601 -00506","","The Accountant","00521-NRB","TSALES","","0","0","VAT16","0"
"527","Tigoni Study Centre","P.O. Box 00623-39247","02-2059596","The Accountant","","PR III","","0","0","VAT16","0"
"528","Kichwa Tembo & Beyond","P.O. Box 74957","441001/750298/750780","The Accountant","00355-NRB","TSALES","","0","0","VAT16","0"
"529","Windsor Golf & Country club","P.O. Box 45587","862300/8022061/802208","The Accountant","00529-NRB","TSALES","","0","0","VAT16","0"
"53","Mobil Mart - Ngong Road","P.o. Box 14483","571673","The Accountant","","VARIOUS","","0","0","VAT16","0"
"535","Dormans Coffee Ltd","","","The Financial Controller","95184-NRB","VARIOUS","","0","0","VAT16","0"
"537","Fair Seat Foundation","P.o Box 670","520070/1","The Administrator","","TSALES","","0","0","VAT16","0"
"540","Wilderness Lodges Ltd","P.O. Box 42788","536754","Financial Controller","00540-NRB","TSALES","","0","0","VAT16","0"
"542","Westlands Mobil","P.o box 14483","443354, 443816","The Accountant","","WESTL","","0","0","VAT16","0"
"550","Books First Ltd","P.O. Box 2384,00100","4348644/5/6"," Accountant","90402-NRB","VARIOUS","","0","0","VAT16","0"
"56","Moi Girls High School","P.o. Box 43112","568622, 566087","The Bursar","00056-NRB","UTHIRU","","0","0","VAT16","0"
"57","Doinyo Lessos","","","The Accountant","00057-UPC","WESTERN","UPC","0","0","VAT16","0"
"58","Mobil Mart - Parklands","","740,045,747,496","The Accountant","","SUB","","0","0","VAT16","0"
"583","Diani Sea Resort","P.o box 73","0127-3081/3, 3436/8","The Accountant","00583-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"586","Africa Expeditions Ltd.","P.O. Box 24598","561054/457/882","The Accountant","00586-NRB","TSALES","","0","0","VAT16","0"
"596","Southern Palm Beach Resort","P.O. Box 363","0127-3721/4","Chief Accountant","00013-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"6","Tusker Mattresses - Nairobi","","","Chief Accountant","00006-NRB","VARIOUS","TUSKER","0","0","VAT16","0"
"60","Fair View Hotel","P.o. Box 40842","723211","The Accountant","00060-NRB","TSALES","","0","0","VAT16","0"
"61","Finch Hattons","P.O Box 24423","310335/6 312557","The Finance Manager","00061-UPC","MSA - TSV","COAST","0","0","VAT16","0"
"611","Prices test","","","The Finance Manager","","","UPC","0","0","VAT16","0"
"612","I.C.R.C Logistics Centre","","82004-8/53361","The Finance Manager","94089-NRB","TSALES","","0","0","VAT16","0"
"62","Tusker Mattresses - Upc","P.O. Box 54280","253478/9","The Finance Manager","00006-NRB","VARIOUS","TUSKER","0","0","VAT16","0"
"63","Fox Theatres E.A. Ltd.","P.o. Box 40067","226981/4","The Accountant","00063-NRB","VARIOUS","","0","0","VAT16","0"
"64","Innscor- OTR- Mombasa","","","The Accountant","00064-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"65","Gertrude's Children Hospital","","763474/7","The Accountant","00065-NRB","TSALES","","0","0","VAT16","0"
"651","Kahawa Garrison(Officers Mess)","P. O Bo 48826","810101- 5 ext5200","Mess Administrator","","PR I","","0","0","ZEROVAT","0"
"652","Hans Wittwer","P. O Box 103 Kwale","0722-346516/382073","The Accountant","93984-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"653","Vogue Ninety Nine Limited","P.O.Box 5546-80401 Diani","040-3300269/0722-412397","The Accountant","91226-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"654","Castle Royal Hotel - Mombasa","P.O.BOX 43436-00100 Nairobi","020-315680","The Accountant","98832-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"655","Homegrown Kenya Ltd (Nairobi)","P.O.BOX 10222-00400 Nairobi","573800/574193","The Accountant","","MCKS","","0","0","VAT16","0"
"656","Golden Spurs","","","The Accountant","00656-NRB","TSALES","","0","0","VAT16","0"
"657","Jacaranda Hotel","","","The Accountant","94544-NRB","TSALES","","0","0","VAT16","0"
"658","Highport Merchants Limited","P. o Box 2100621, Nairobi","7122633/4","The Accountant","90738-NRB","TSALES","KKKK","0","0","VAT16","0"
"659","Diani Reef","","","The Accountant","00340-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"660","Indian Ocean Beach Club","","","The Accountant","00178-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"661","Aqua Marine","","","The Accountant","","MSA - SHA","COAST","0","0","VAT16","0"
"662","New Generation","","","The Accountant","90245-UPC","MSA-VOI","COAST","0","0","VAT16","0"
"663","Pinewood Village","","","The Accountant","91259-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"664","Tropical Village","","","The Accountant","00438-UPC","MSA - N.C","COAST","0","0","VAT16","0"
"665","Plan Hotel","","","The Accountant","00438-UPC","MSA - N.C","COAST","0","0","VAT16","0"
"666","Turtle Bay","","","The Accountant","93643-UPC","MSA - N.C","COAST","0","0","VAT16","0"
"667","Langata Grocers","","","The Accountant","90679-NRB","VARIOUS","KKKK","0","0","VAT16","0"
"668","Gilani Butchery - Nrb (A.B.C.)","","","The Accountant","90739-NRB","VARIOUS","KKKK","0","0","VAT16","0"
"669","680 Hotel","","","The Accountant","94208-NRB","TSALES","","0","0","VAT16","0"
"670","Mada Hotels","","","The Accountant","90255-NRB","TSALES","","0","0","VAT16","0"
"672","Imperial Hotel - Kisumu","","","The Accountant","95438-UPC","NYANZA","UPC","0","0","VAT16","0"
"673","Sunset Hotel - Kisumu","","","The Accountant","95983-UPC","NYANZA","UPC","0","0","VAT16","0"
"674","Alpha Fine Foods","","","The Accountant","95483-NRB","TSALES","","0","0","VAT16","0"
"675","Karen Provision Stores","","","The Accountant","90261-NRB","VARIOUS","KKKK","0","0","VAT16","0"
"676","Highridge Butchery","","","The Accountant","93607-NRB","SUB","KKKK","0","0","VAT16","0"
"677","Muthaiga Mini Market","","","The Accountant","90260-NRB","VARIOUS","KKKK","0","0","VAT16","0"
"678","Gourmet - Yaya","","","The Accountant","91446-NRB","VARIOUS","KKKK","0","0","VAT16","0"
"679","Kenya Methodist University","","","The Accountant","96472-UPC","MERU","UPC","0","0","VAT16","0"
"68","Governers Camp","P.o. Box 48217","331871, 339716","The Accountant","00068-NRB","TSALES","","0","0","VAT16","0"
"680","Rift Valley Railways","Nairobi","","The Accountant","92411-NRB","TSALES","","0","0","VAT16","0"
"681","United Kenya Club","","","The Accountant","00231-NRB","TSALES","","0","0","VAT16","0"
"682","IBIS Hospitality Cons. - Nrb","","","The Accountant","92650-NRB","VARIOUS","","0","0","VAT16","0"
"684","Double Touch","","","The Accountant","","VARIOUS","","0","0","VAT16","0"
"685","Aga Khan Health Servises- Ksm","","","The Accountant","00042-NRB","NYANZA","","0","0","VAT16","0"
"686","RAMADHANI ALI, TZ","","","The Accountant","","EXPORT","RAMADHANI","0","0","VAT16","0"
"687","PALM TREE LTD.","","+254 020 2710399","The Accountant","","EXPORT","PALM TREE","0","0","VAT16","0"
"688","Lake Elementaita Lodge","","","The Accountant","91771-UPC","RIFT","UPC","0","0","VAT16","0"
"69","GoodFare Stores","P.o. Box 40924","221531 , 223105","The Accountant","00069-NRB","RCITY","","0","0","VAT16","0"
"690","SAM PATEL","","","The Accountant","","TSALES","SAM PATEL","0","0","VAT16","0"
"691","K & A","","","The Accountant","90596-NRB","VARIOUS","KKKK","0","0","VAT16","0"
"692","Fish & Chicken Bar","","","The Accountant","90596-NRB","VARIOUS","KKKK","0","0","VAT16","0"
"693","SUNDRIES BARGAINS (NRB) LTD","P. O BOX 71169 - 00610","+254 20 781288","The Accountant","","EXPORT","SUNDRIES","0","0","VAT16","0"
"694","Kivi Milimani Hotel","","","The Accountant","91312-NRB","TSALES","","0","0","VAT16","0"
"695","Ashnil Hotels Ltd","P. O BOX 10557 - 00100","3566970-3","The Accountant","00695-NRB","TSALES","","0","0","VAT16","0"
"696","Wool Matt Supermarket - Nakuru","","","The Accountant","96240-UPC","RIFT","UPC","0","0","VAT16","0"
"697","Transmattres S/mkt - Upc","","","The Accountant","94688-UPC","WESTERN","UPC","0","0","VAT16","0"
"699","Innscor Kenya- Junction","","","The Accountant","00119-NRB","MIX III","","0","0","VAT16","0"
"700","Kizingo Safaris","","","The Accountant","","MSA - LAMU","COAST","0","0","VAT16","0"
"701","Kenchic","P. O. Box 20052, 00200 Nairobi","555009,554856","The Accountant","","PR III","","0","0","VAT16","0"
"702","Sasini Coffe House Ltd","P. O Box 34891 Nairobi","","F & B Controller","90729-NRB","FFOOD1","","0","0","VAT16","0"
"703","Red Court Hotel","P.O.BOX 26601- 0100","020-3520757","F & B Controller","00703-NRB","TSALES","","0","0","VAT16","0"
"718","Art Cafe & Bakery Limited","P. O Box 14510 - 00800","020 3741197","The Accountant","00718-NRB","TSALES","","0","0","VAT16","0"
"719","SOUTH SUDAN MEAT COMPANY","","","MR. ASHOK KAPOOR","","EXPORT","SSUDMEATCO","0","0","VAT16","0"
"72","Greensteds School","Private Bag","037-85224/5","The Accountant","00072-UPC","RIFT","UPC","0","0","VAT16","0"
"720","BCL - KE","","+255 22 2666704","MR. ARIF MANJI","","","TZ-KE 2010","0","0","VAT16","0"
"721","U-TURN - KE","","+255 28 2500866","SHEMINA MANJI","","","TZ-KE 2010","0","0","VAT16","0"
"723","NVOF - KE","","+254 732 511007","MR. MAHENDRA PATEL","","","EX-FACT-KE","0","0","VAT16","0"
"724","VaMP - KE","","+254 717 674536","Ms. Talitha Hogebrug","","DIRECT","VAMP","0","0","VAT16","0"
"73","Hilton International Hotel","P.o. Box 30624","334000 , 250000","The Financail Controller","00073-NRB","TSALES","","0","0","VAT16","0"
"74","Laico  Regency Nairobi","P.o. Box 57549","211199","The Financial Controller","00074-NRB","TSALES","","0","0","VAT16","0"
"75","Lewa Tented Camp","Private Bag","","The Accountant","00075-UPC","TSALES","UPC","0","0","VAT16","0"
"76","Harrison House","P.o. Box 48206","721798 , 747575 , 240529","The Accountant","90224-NRB","TSALES","KKKK","0","0","VAT16","0"
"8","ASP Company Ltd.","P.O. Box 56038","823901/4, 822920/4","The Accountant","00008-UPC","MIX I","","0","0","VAT16","0"
"80","Brookhouse Schools","P.o. Box 24987","891330 , 891622 , 891244","The Accountant","00080-NRB","MIX III","","0","0","VAT16","0"
"81038","","","","The Accountant","","","","0","0","","0"
"82","Silver Holding-Samburu Intrepi","o/a  Samburu Intrepids","0164 30453","The Accountant","00141-NRB","TSALES","","0","0","VAT16","0"
"83","I.L.R.I","P.o. Box 30709","632066","The Finacial Controller","00083-NRB","TSALES","","0","0","NONVAT","0"
"84","Inter-Continental Hotel","P.O. Box 30353","261000","The Finacial Controller","00084-NRB","TSALES","ABC11","0","0","VAT16","0"
"89","Parklands Shade Hotel Ltd","P. O Box 39005 - 00623","3749870","The Accountant","00089-NRB","TSALES","","0","0","VAT16","0"
"90","Kenyatta National Hospital","P.O. Box 20723","","The Accountant","00090-NRB","TSALES","","0","0","VAT16","0"
"90000","Direct sales counter","","","","90000-NRB","DIRECT","","0","0","VAT16","0"
"90001","Ex-factory","","","","90000-NRB","","STAFF 2007","0","0","VAT16","0"
"90003","Samuel Njoroge","","","","","NAIVASHA","","0","0","VAT16","0"
"90004","James Mburu","","","","","","","0","0","VAT16","0"
"90007","Mark Wachira","","","","","MIX I","","0","0","VAT16","0"
"90014","Kennedy Yore","","","","","MIX III","UPC","0","0","VAT16","0"
"90017","K. Naivasha","","","","","RIFT","","0","0","VAT16","0"
"90019","G. Manyengo","","","","","WESTL","","0","0","VAT16","0"
"90022","Nganga Muhuthu","","","","","PR III","UPC","0","0","VAT16","0"
"90023","Anthony Kori","","","","","CAT III","","0","0","VAT16","0"
"90024","Salesmen Excess/Shortages","","","","","","","0","0","VAT16","0"
"90025","Mombasa","","","","","MSA","UPC","0","0","VAT16","0"
"90026","Nairobi & up/country","","","","","","","0","0","VAT16","0"
"90028","Mobile Kitchen II","","","","","","","0","0","VAT16","0"
"90029","John Mwangi Maina","","","","","MCKS","","0","0","VAT16","0"
"90031","Sammy's Sausage Shop","","","","90031-NRB","SAMMY","ABC7","0","0","VAT16","0"
"90032","Lawrence Oluoch","Sales","","","","","","0","0","VAT16","0"
"90033","James Kimani Ngugi","","","","","MIX IV","","0","0","VAT16","0"
"90034","Victor K. Mutua","","","","","FFOOD1","","0","0","VAT16","0"
"90035","George Kiramba","Sales","","","","MCKS","","0","0","VAT16","0"
"90036","Charles Obonyo","Sales","","","","CAT II","","0","0","VAT16","0"
"90037","Daniel Muchiri","Sales","","","","MIX V","","0","0","VAT16","0"
"90038","Sebastian Muranga","Sales","","","","HURL","","0","0","VAT16","0"
"90052","James Ngari","Sales","","","","","","0","0","VAT16","0"
"90054","Michael Mungai","Sales","","","","UTHIRU","","0","0","VAT16","0"
"90055","Joseph Chiuri","Sales","","","","","","0","0","VAT16","0"
"90056","Patrick Samosa -Malindi","","","","95600-UPC","MSA- MA","COAST","0","0","VAT16","0"
"90057","Joseph Muthaki Njuguna","","","","","PR I","","0","0","VAT16","0"
"90060","Karen Camp","","","","","","","0","0","VAT16","0"
"90063","Patrick Maundu","","","","","MERU","","0","0","VAT16","0"
"90064","Wanjine Ndirangu","","","","","INDAREA","","0","0","VAT16","0"
"900643","","","","","","","","0","0","","0"
"90065","Francis Kinyua","","","","","NYANZA","","0","0","VAT16","0"
"90070","Peter Opiyo","","","","","CAT II","","0","0","VAT16","0"
"90072","Edwin Muchugu","","","","","","","0","0","VAT16","0"
"90074","Thomas Gituma","","","","","WESTERN","","0","0","VAT16","0"
"90076","Peterson Mambo","","","","","","","0","0","VAT16","0"
"90078","Richard Kahumba","","","","","MIX V","","0","0","VAT16","0"
"90081","Irene Kathambi","Sales","","","","","","0","0","VAT16","0"
"90086","Anthony Gikonyo","Sales","","","","INDAREA","","0","0","VAT16","0"
"90091","JOSPHAT KAI","SALES","","","","NYERI","","0","0","VAT16","0"
